0	patients_treatmentPlans_steps_treatments_serviceCodeSmartGroups_un_id
521	1
522	1
523	1
524	1
525	1
531	1
532	1
533	1
534	1
535	1
521	2
522	2
523	2
524	2
525	2
531	2
532	2
533	2
534	2
535	2
521	3
522	3
523	3
524	3
525	3
531	3
532	3
533	3
534	3
535	3
521	4
522	4
523	4
524	4
525	4
531	4
532	4
533	4
534	4
535	4
521	5
522	5
523	5
524	5
525	5
531	5
532	5
533	5
534	5
535	5
521	6
522	6
523	6
524	6
525	6
531	6
532	6
533	6
534	6
535	6
521	7
522	7
523	7
524	7
525	7
531	7
532	7
533	7
534	7
535	7
521	8
522	8
523	8
524	8
525	8
531	8
532	8
533	8
534	8
535	8
521	9
522	9
523	9
524	9
525	9
531	9
532	9
533	9
534	9
535	9
521	10
522	10
523	10
524	10
525	10
531	10
532	10
533	10
534	10
535	10
521	11
522	11
523	11
524	11
525	11
531	11
532	11
533	11
534	11
535	11
521	12
522	12
523	12
524	12
525	12
531	12
532	12
533	12
534	12
535	12
521	13
522	13
523	13
524	13
525	13
531	13
532	13
533	13
534	13
535	13
521	14
522	14
523	14
524	14
525	14
531	14
532	14
533	14
534	14
535	14
521	15
522	15
523	15
524	15
525	15
531	15
532	15
533	15
534	15
535	15
521	16
522	16
523	16
524	16
525	16
531	16
532	16
533	16
534	16
535	16
521	17
522	17
523	17
524	17
525	17
531	17
532	17
533	17
534	17
535	17
521	18
522	18
523	18
524	18
525	18
531	18
532	18
533	18
534	18
535	18
521	19
522	19
523	19
524	19
525	19
531	19
532	19
533	19
534	19
535	19
521	20
522	20
523	20
524	20
525	20
531	20
532	20
533	20
534	20
535	20
521	21
522	21
523	21
524	21
525	21
531	21
532	21
533	21
534	21
535	21
521	22
522	22
523	22
524	22
525	22
531	22
532	22
533	22
534	22
535	22
521	23
522	23
523	23
524	23
525	23
531	23
532	23
533	23
534	23
535	23
521	24
522	24
523	24
524	24
525	24
531	24
532	24
533	24
534	24
535	24
521	25
522	25
523	25
524	25
525	25
531	25
532	25
533	25
534	25
535	25
521	26
522	26
523	26
524	26
525	26
531	26
532	26
533	26
534	26
535	26
521	27
522	27
523	27
524	27
525	27
531	27
532	27
533	27
534	27
535	27
521	28
522	28
523	28
524	28
525	28
531	28
532	28
533	28
534	28
535	28
521	29
522	29
523	29
524	29
525	29
531	29
532	29
533	29
534	29
535	29
521	30
522	30
523	30
524	30
525	30
531	30
532	30
533	30
534	30
535	30
521	31
522	31
523	31
524	31
525	31
531	31
532	31
533	31
534	31
535	31
521	32
522	32
523	32
524	32
525	32
531	32
532	32
533	32
534	32
535	32
521	33
522	33
523	33
524	33
525	33
531	33
532	33
533	33
534	33
535	33
521	34
522	34
523	34
524	34
525	34
531	34
532	34
533	34
534	34
535	34
521	35
522	35
523	35
524	35
525	35
531	35
532	35
533	35
534	35
535	35
521	36
522	36
523	36
524	36
525	36
531	36
532	36
533	36
534	36
535	36
521	37
522	37
523	37
524	37
525	37
531	37
532	37
533	37
534	37
535	37
521	38
522	38
523	38
524	38
525	38
531	38
532	38
533	38
534	38
535	38
521	39
522	39
523	39
524	39
525	39
531	39
532	39
533	39
534	39
535	39
521	40
522	40
523	40
524	40
525	40
531	40
532	40
533	40
534	40
535	40
521	41
522	41
523	41
524	41
525	41
531	41
532	41
533	41
534	41
535	41
521	42
522	42
523	42
524	42
525	42
531	42
532	42
533	42
534	42
535	42
521	43
522	43
523	43
524	43
525	43
531	43
532	43
533	43
534	43
535	43
521	44
522	44
523	44
524	44
525	44
531	44
532	44
533	44
534	44
535	44
521	45
522	45
523	45
524	45
525	45
531	45
532	45
533	45
534	45
535	45
521	46
522	46
523	46
524	46
525	46
531	46
532	46
533	46
534	46
535	46
521	47
522	47
523	47
524	47
525	47
531	47
532	47
533	47
534	47
535	47
521	48
522	48
523	48
524	48
525	48
531	48
532	48
533	48
534	48
535	48
521	49
522	49
523	49
524	49
525	49
531	49
532	49
533	49
534	49
535	49
521	50
522	50
523	50
524	50
525	50
531	50
532	50
533	50
534	50
535	50
521	51
522	51
523	51
524	51
525	51
531	51
532	51
533	51
534	51
535	51
521	52
522	52
523	52
524	52
525	52
531	52
532	52
533	52
534	52
535	52
521	53
522	53
523	53
524	53
525	53
531	53
532	53
533	53
534	53
535	53
521	54
522	54
523	54
524	54
525	54
531	54
532	54
533	54
534	54
535	54
521	55
522	55
523	55
524	55
525	55
531	55
532	55
533	55
534	55
535	55
521	56
522	56
523	56
524	56
525	56
531	56
532	56
533	56
534	56
535	56
521	57
522	57
523	57
524	57
525	57
531	57
532	57
533	57
534	57
535	57
521	58
522	58
523	58
524	58
525	58
531	58
532	58
533	58
534	58
535	58
521	59
522	59
523	59
524	59
525	59
531	59
532	59
533	59
534	59
535	59
521	60
522	60
523	60
524	60
525	60
531	60
532	60
533	60
534	60
535	60
521	61
522	61
523	61
524	61
525	61
531	61
532	61
533	61
534	61
535	61
521	62
522	62
523	62
524	62
525	62
531	62
532	62
533	62
534	62
535	62
521	63
522	63
523	63
524	63
525	63
531	63
532	63
533	63
534	63
535	63
521	64
522	64
523	64
524	64
525	64
531	64
